source_id,ra,dec,phot_g_mean_mag,bp_rp,parallax
6627350527338945664,336.54466204473977,-23.682454319400666,6.279773,-0.0143857,7.808572974539078
6628623280767329024,336.0680756632567,-21.597078438255114,6.2841396,1.9754047,2.5170824310844133
6628587855877381120,335.3981480592304,-21.59860715844817,4.810523,1.2358932,17.347473247209557
142394903351844352,45.04963938733783,38.13162277005914,6.084088,-0.01986599,4.462996308543114
246890426876337280,58.99250823051131,47.87132724860545,5.3459225,-0.07873154,4.609401022769629
261381371652205312,78.9912234133465,49.54641827915752,6.3685775,3.8007784,1.4252633374939743
263916708025623680,85.33475293851619,53.478731438569575,5.9909477,1.0098224,81.4987133119068
264403826035674240,86.90460678953526,54.494602764586,6.356807,1.0585322,5.697448259547929
269964915330629632,86.79309654737008,58.785561576798194,6.1190386,1.5126929,3.889764987576756
270632490692926720,64.56121354485205,50.29525307791064,4.582041,0.12556744,8.546713574512976
273895291446188288,68.00769054760464,53.91082090210578,5.712364,0.25913668,1.26300967421916
283924349317110400,76.53516570207518,58.97234148087393,5.261821,-0.13718748,4.75425539790406
283927609195553792,76.55054730684735,59.02122087902668,5.8076453,1.3320665,4.6262706820377675
348684450322398976,25.165859336458542,43.29748897228966,5.597114,0.29197073,11.755943402100886
355306911935301504,34.843821454272685,48.955788926242185,6.304887,0.6010823,16.600222272635943
357046923445910784,27.31460023432785,47.89690393973139,6.458228,0.19127226,7.286315397110932
376644584339526656,17.004537765311323,43.94182155173697,5.01231,0.16224098,16.432048643588953
377845319757446912,14.415256896492348,45.83935266326516,5.8471565,1.1396141,7.893132295628747
386906188924249088,2.580228866135009,46.07226998767092,4.9088907,0.63257027,2.17818912953463
409200230286490880,23.35975782959598,54.94487044572483,6.129486,2.069611,0.8228744743535404
