hip,ra,dec,hp_mag,b_v,plx,pm_ra,pm_de
7361,23.711801405213862,-31.89221431222585,6.2803,1.109,8.74,-70.5,-42.27
7513,24.199904030564674,41.40638472507238,4.2118,0.536,74.12,-173.33,-381.8
7643,24.614559213346396,-36.52795344898461,6.1048,1.045,9.82,-13.41,-122.41
7918,25.44381587557571,42.61380689919339,5.0839,0.618,78.5,791.47,-180.8
8598,27.737868906214427,51.933697963537305,6.0571,0.419,23.99,41.51,-115.69
8771,28.211404876035374,51.47485295243988,6.3028,0.05,7.72,-12.1,-6.98
8832,28.382357663114984,19.29409257394914,3.8584,-0.047,19.88,79.2,-97.63
8922,28.723956699124226,40.70220076173387,6.4076,1.262,11.08,45.67,-69.31
9009,29.000015981033044,68.68526518593494,4.9527,-0.084,4.65,14.96,-10.11
9022,29.03914719362342,-49.836479942457636,6.3495,-0.081,4.99,14.26,13.97
9095,29.2916362007815,-47.3852990806738,4.9864,0.864,13.14,104.29,10.54
9627,30.927556905563957,18.253288543463608,6.3661,1.424,3.67,-7.76,-20.36
10215,32.842677497383875,-10.051745972832062,6.0954,0.418,21.01,-27.65,-170.59
10324,33.25004581438628,8.846752549615873,4.5172,0.878,8.51,-26.87,-17.23
10602,34.127084618526474,-51.51211138945152,3.5211,-0.12,21.22,91.03,-22.23
10723,34.50510965262597,1.7568996603340963,5.7237,0.588,41.06,366.69,370.63
11046,35.5516950277996,-0.8847402220730194,5.5043,0.335,12.48,-17.71,-46.31
11484,37.03965837169732,8.460088675605359,4.2725,-0.053,16.89,41.8,-13.55
11524,37.14773189409115,-31.102401663165594,6.2802,1.106,9.09,-35.87,-18.37
11678,37.65986609397271,19.855388013695304,6.2057,0.247,15.14,80.41,-35.17
12057,38.86619952796184,39.664461958049465,6.3276,-0.095,5.05,17.47,-34.02
12086,38.94499589824146,34.68768420676003,5.5064,1.652,5.16,25.74,-50.66
12200,39.27713566461368,32.891017121499836,6.3419,0.515,20.05,82.78,30.72
12719,40.86296037753667,27.7071705609373,4.6112,-0.122,9.51,2.06,-10.37
13209,42.49578916141433,27.260790435749016,3.5831,-0.1,19.69,66.81,-116.52
13879,44.69021007404362,39.662827286541635,4.7156,0.065,10.53,25.65,-41.62
13905,44.765457245802146,35.18311441227108,5.1039,1.235,8.86,-46.22,6.57
14040,45.21198078232655,-2.8786415309655986,6.1854,1.751,3.92,6.21,9.1
14131,45.564155771256374,-71.90249558735277,5.4682,-0.125,6.34,27.19,16.82
14135,45.56991317203821,4.089925555217356,2.6196,1.63,13.09,-10.41,-76.85
14764,47.66156383097753,11.87269223633417,5.9569,-0.061,7.33,29.34,-28.15
14930,48.138083008691225,-57.32158180221977,5.7328,2.419,3.11,18.44,13.2
15201,48.988991390764696,-77.3886048581731,5.612,0.438,33.66,113.72,62.1
15557,50.10652693757987,25.66296641669163,6.3041,1.241,10.94,10.18,-93.44
15870,51.10881257967355,20.803513164356204,6.0709,-0.028,10.45,0.28,-10.35
15876,51.12366322746414,33.5360176729509,5.7849,-0.001,7.49,31.97,-23.05
16095,51.827796111615214,12.735306948303078,6.294,-0.025,11.41,10.36,-7.56
16664,53.610931990672896,24.464475525869847,5.9961,0.123,7.6,5.24,-32.29
16852,54.218828820905735,0.4028332529215435,4.4104,0.575,71.62,-232.6,-481.92
17351,55.70884174369862,-37.31334482911169,4.7559,1.191,17.7,-91.0,-70.67
17595,56.539016536417165,6.803655262427573,6.0784,0.992,9.73,-0.7,-54.65
18926,60.853114201024724,-20.14379273700171,6.4071,-0.178,3.28,0.02,-1.5
19400,62.34233953030285,54.829088030612404,6.3529,0.448,22.5,70.91,-92.7
19515,62.71013758861562,-41.993741064186395,5.0108,0.334,18.24,199.08,70.18
19849,63.82349252596032,-7.644558569538802,4.5615,0.82,200.62,-2240.12,-3420.27
20231,65.04145145122956,31.95320687845848,6.2724,1.679,4.44,-1.99,-13.13
20263,65.16078256870325,-6.245859494730692,6.298,0.901,16.32,92.3,-55.82
20533,65.99899535195222,24.301023409500385,6.4,0.173,3.59,5.61,-13.78
20648,66.37215595145274,17.927988924866572,4.3212,0.049,21.96,107.6,-34.54
20884,67.13378865111731,1.3808738593283088,5.504,-0.099,8.52,17.81,-21.5
21735,70.01424287157768,12.197640895363373,5.4147,-0.121,7.83,0.0,-12.94
21949,70.7664451328415,-70.93111201713945,5.4909,-0.114,6.64,9.32,34.93
22300,72.02893029859585,55.60284581783615,6.3997,0.32,19.1,78.23,-95.71
22354,72.18594015200138,3.5885637869434786,6.2058,1.2,4.75,-0.87,-15.92
22701,73.22366841326236,-5.452755816202249,4.4373,0.257,13.88,-17.86,25.57
22850,73.74301099516445,19.485457045505644,6.4303,0.292,15.54,62.88,-28.76
22881,73.82767581117619,-16.417854772821453,5.8703,0.874,11.72,11.87,36.61
22913,73.95898384359364,15.040306538153002,5.7673,-0.085,8.97,-3.69,-11.33
23068,74.45269030557805,23.948585192300325,5.9648,1.109,7.16,1.47,-9.8
23737,76.53858427993276,-73.03782418952672,6.2773,0.01,7.41,17.6,62.58
23799,76.70649371001028,43.1747090034132,6.3087,0.444,4.2,-4.91,-1.51
23874,76.95758664820475,-12.5924414576141,6.3939,1.617,3.89,-21.65,-88.56
24109,77.6786289550142,46.96243539512182,5.7743,0.452,20.54,58.34,-149.99
24659,79.37093077521517,-34.89438955452622,4.9799,0.987,30.82,92.67,-336.23
24817,79.79678979244684,2.595935715179728,5.4331,0.412,16.14,-17.74,-53.15
24914,80.09422766521888,62.65371655522753,5.7361,1.728,1.59,-4.64,-2.5
24977,80.23590551180138,19.8143688707925,6.372,1.229,5.93,-5.39,-9.48
25278,81.1054597625342,17.383551822861772,5.1149,0.544,69.51,251.05,-7.99
25290,81.16018429080923,31.223933442775447,6.4657,1.251,5.21,-30.06,-8.36
25317,81.23157890581244,-44.22570493320924,6.2508,1.195,6.9,-2.36,7.99
25429,81.58032023316056,-58.912598612845606,5.2987,0.986,7.12,-10.2,32.04
25492,81.78447033239993,30.2086138817384,5.7621,0.175,2.27,-0.93,-4.22
25853,82.78176497351768,-20.86355456335313,5.5454,0.012,12.01,7.21,-42.06
25869,82.8370511665897,-6.708381794793891,6.1602,-0.178,1.4,1.33,0.53
26234,83.84298358191697,-4.424323972784184,6.1974,-0.148,2.45,-0.08,0.82
26727,85.1896866737916,-1.9425785169909107,1.6812,-0.199,4.43,3.19,2.03
26942,85.75690627941546,56.581452649783955,6.2095,0.951,16.9,15.29,29.2
26964,85.83124377181224,23.204410144230817,6.2099,-0.071,3.94,5.14,-15.19
27072,86.11656243557208,-22.4474867451126,3.6977,0.481,112.02,-291.67,-368.97
27747,88.09753830362064,19.867856090979366,6.0762,0.549,2.91,-3.76,-3.25
28302,89.72184014624467,12.80825746457645,5.8528,0.874,4.11,-8.55,2.37
28404,89.98375550661444,45.93675330794289,4.3115,1.701,4.34,-2.44,-7.34
28861,91.39125767687428,33.59907191894732,6.2081,-0.079,4.66,-3.19,-9.2
29433,93.00557936820015,19.790571630270378,5.7467,-0.071,3.92,1.68,-12.75
544,1.652211098109395,29.02193533519289,6.2093,0.752,73.15,380.98,-178.68
798,2.4670647186368186,-62.296836826495394,6.3956,0.164,7.56,16.92,17.5
1067,3.3089584749701793,15.183616099781098,2.7544,-0.19,8.33,1.98,-9.28
1099,3.434914737806433,-26.284983132884,6.2668,1.49,3.77,-3.34,10.31
1123,3.5095268603335716,33.20608457331252,6.2305,0.009,9.69,-9.13,-19.29
1319,4.141905168746629,8.240189966200559,6.28,0.919,8.0,-27.92,-13.87
1473,4.582105359697474,36.785327265120856,4.5377,0.054,24.2,-65.67,-42.0
1562,4.857012944871872,-8.82382953955672,3.7314,1.214,11.88,-15.15,-37.11
2628,8.330015034920892,70.98184744708702,6.419,-0.007,6.59,35.58,-2.11
4563,14.59240991973172,-60.69629550925797,6.2737,0.096,5.84,42.83,22.56
5081,16.2722977212166,14.946003477677777,5.735,0.42,18.32,7.03,53.51
5131,16.420530760744455,21.473216264023154,5.3425,0.003,11.86,44.49,-14.82
5310,16.987957387478847,20.739320840832157,5.6084,0.121,21.14,86.72,-82.75
5372,17.18399737799011,86.25711804691,4.4059,1.213,11.64,80.65,-11.54
5510,17.639822351467714,2.4457080835163065,6.0926,1.491,4.25,-7.61,-14.74
5518,17.663606110292914,68.778687570172,5.3204,-0.014,11.78,35.77,-27.17
5589,17.922370122575373,65.01888507874999,5.5562,-0.072,8.4,23.65,-13.59
6261,20.081046392794814,77.57046492247748,6.4743,0.912,7.91,-18.73,90.01
6427,20.62715360947664,-19.081049430613795,6.4586,0.493,16.26,-56.95,-64.31
6486,20.8386347037047,58.14321414944674,6.4597,0.457,17.0,133.35,-90.54
6711,21.57749579167791,43.457886237413746,6.0921,0.52,23.97,108.76,-59.72
6759,21.742084180757942,-32.54310053252034,6.4116,2.45,3.76,-7.63,-31.48
7276,23.42805468554242,-7.025142812446162,5.886,0.639,33.88,175.19,-82.3
7679,24.71544935759786,-21.275474600319505,5.6627,0.346,12.94,128.9,36.17
7906,25.41350943343045,30.047135450274563,6.1307,1.015,6.34,-8.39,-6.63
8148,26.19229541805017,57.08922140401032,6.2711,0.062,5.17,18.83,1.33
8645,27.865044302917585,-10.334945265707725,3.9067,1.136,13.88,40.8,-37.25
8778,28.217031946107557,-16.929123766325322,5.8565,0.26,10.62,42.72,-51.3
8837,28.41174873069801,-46.302446405260014,4.4099,1.597,9.54,-93.16,-91.17
9326,29.942451299824885,-20.82457560856723,5.5194,1.64,5.54,19.6,14.97
9347,30.00093672879673,-21.07777205817411,4.1012,1.554,11.14,134.92,-24.59
9533,30.646157909105955,13.47672774241477,6.029,1.584,4.85,-2.47,-3.7
9640,30.974662069192,42.32984824816311,2.2409,1.37,8.3,42.32,-49.3
9727,31.279389598047814,77.28145621571133,5.3539,0.345,30.16,139.92,-47.79
10035,32.28888096936743,-43.516470914134864,5.9989,1.197,6.26,-48.6,-51.92
10729,34.51916508656313,57.51632558458153,6.1519,1.039,3.98,-12.98,-2.23
11108,35.73977972277901,-18.354659977992554,6.3879,0.942,7.93,131.06,-132.9
11249,36.20435261587267,10.610598051249626,5.4559,-0.098,3.74,20.09,-14.79
11603,37.397326920073915,9.565624268843825,6.2443,1.021,9.74,-0.67,1.95
11767,37.946142995267444,89.26413777914848,2.1077,0.636,7.54,44.48,-11.85
12803,41.137379997475264,15.31189961404877,5.7767,-0.024,5.49,3.25,-14.87
12982,41.742847744487754,35.9835329283784,6.4298,0.935,7.16,53.77,-4.64
13328,42.87846185726058,35.059894022906576,4.6674,1.554,6.98,9.63,-63.68
14043,45.21743380500931,52.351797384701634,5.2569,-0.049,7.11,30.21,-28.38
14392,46.417287980149666,56.069024614226734,6.2685,1.049,12.94,17.92,-23.73
14566,47.01595954816817,52.213563730665115,6.331,-0.019,4.4,22.78,-21.91
14632,47.262013895512254,49.613500169698256,4.1758,0.595,94.87,1262.41,-91.5
14748,47.612681827823955,26.89607093123568,6.182,1.278,7.05,4.54,67.44
15125,48.75115537241706,-26.100406440760214,6.2691,0.038,5.01,-10.38,-21.97
15244,49.14902066872521,-9.154745542563056,6.2408,0.407,29.26,6.97,26.57
15371,49.54640432525161,-62.507935437017736,5.3533,0.6,83.11,1330.74,647.11
15776,50.823748372200086,-7.793564529132291,6.3388,0.702,26.92,2.2,-219.27
15840,51.00948334434336,-69.62465084518895,6.2368,0.482,5.1,21.89,19.16
16424,52.87230321989688,49.20977387610933,6.3194,0.067,6.7,-14.85,-1.57
16489,53.08214714452113,84.91136334915534,5.7765,0.894,9.7,62.1,-134.17
17437,56.02678061933823,48.523685209096094,6.1821,1.552,3.2,0.29,-11.37
17854,57.30708662890442,70.87120239270583,5.4402,0.096,9.4,20.91,-63.35
17954,57.578811267369105,25.579648452568907,5.3049,0.231,17.71,41.0,-112.74
18033,57.81607299292995,13.046131498673798,6.2817,-0.058,8.12,20.95,-22.45
18508,59.3599378292759,24.461955330900917,6.3486,1.372,3.13,-3.67,-6.4
18859,60.65273616942961,-0.26831082414100366,5.4938,0.516,53.1,149.04,-253.02
19171,61.65165818257287,27.600024903585645,5.1397,-0.124,7.76,21.88,-52.34
19261,61.924609111147326,15.162842970608724,6.0877,0.397,22.92,127.76,-23.85
19513,62.70783749538369,26.481039538636093,5.4712,0.352,15.89,-28.61,-35.71
19525,62.74592478460092,33.5868140827966,5.8876,1.412,3.32,-2.68,-8.43
20042,64.47341049914723,-33.798331542655916,3.5167,-0.108,18.33,62.52,-7.24
20106,64.65608035908095,-22.96982861783276,6.1616,0.302,11.13,51.22,44.74
20205,64.9480579669837,15.627700096605391,3.8123,0.981,20.19,115.46,-23.42
20255,65.10431584766057,18.74272555314181,6.1934,0.404,20.7,118.91,-48.36
20455,65.73344725581482,17.542584452196802,3.9308,0.983,20.96,106.56,-29.18
20885,67.14346810843502,15.962217196649904,4.0043,0.952,21.13,104.97,-15.14
21148,68.00768144140727,53.91084623860169,5.8249,0.119,-4.6,-1.29,-0.17
21269,68.45074502331674,9.413622353046645,6.1752,1.061,5.85,-7.66,-22.71
21363,68.75269700710308,-19.92152113434753,6.2922,1.174,9.2,102.25,56.86
21421,68.98000194085509,16.509761580557992,1.0024,1.538,48.94,63.45,-188.94
22607,72.95801748838946,13.655194206346478,6.3653,0.501,24.56,105.85,-17.23
23041,74.32171819831588,-1.067192054376942,6.346,0.423,11.85,-36.11,-27.45
23251,75.0553663042746,-78.30001170486541,6.4173,1.517,3.65,-18.43,0.94
23287,75.14136317267551,3.615816747922416,6.4441,-0.053,29.28,5.87,-29.46
23362,75.35649124640197,-20.051880738267545,4.8902,-0.047,16.48,36.43,-16.46
23555,75.97472978722001,-41.74533712005688,6.4246,0.528,31.5,22.29,158.37
24010,77.4248305960548,15.59727188373993,4.8886,0.313,6.06,-2.71,-15.75
24377,78.44687031604558,0.5604665130560581,6.4295,1.463,3.25,8.96,-16.9
24384,78.4722241969534,-52.03072109530829,6.1811,1.392,5.29,0.0,-14.36
24436,78.63446385441426,-8.201639583845413,0.193,-0.03,3.78,1.31,0.5
24727,79.54395050181114,33.372004143885874,4.6925,1.252,14.04,31.63,-160.73
24927,80.11213252183221,-21.23973928566255,4.6925,-0.048,7.84,11.39,-10.3
25187,80.82713050778474,-8.415587840068882,5.9845,-0.037,8.15,-2.53,-3.52
25216,80.90717575989999,16.699351487231414,6.1453,0.141,8.01,-27.8,-22.56
25378,81.44590546314973,0.520243609601147,6.1057,-0.178,2.63,1.25,-0.79
25768,82.53942450995375,-47.077334053796605,5.5921,0.615,22.66,20.61,-133.26
25786,82.58647040682746,-7.434811864393228,6.2637,-0.194,1.37,1.42,-1.03
26219,83.81439460941051,-33.08000917536193,5.9318,1.12,10.82,29.67,116.4
26237,83.84650675669502,-4.8383405253483005,4.5178,-0.183,3.69,4.52,-7.11
26314,84.06261293240313,-5.6479203386617085,6.4877,-0.18,2.56,0.59,-1.26
26396,84.28682484517137,26.92452778540417,5.8125,-0.075,6.46,13.19,-22.79
26427,84.36398361039925,-5.938385710407879,5.9561,-0.21,2.45,1.78,-2.13
26515,84.5725871444224,-50.64104131011675,6.4248,-0.047,6.49,-1.01,19.41
27229,86.55818387698164,-23.64439949817221,6.4504,1.422,5.28,10.31,17.5
27288,86.73895721796558,-14.821947383532448,3.5778,0.104,46.28,-14.54,-1.07
27316,86.804790355105,14.488424348073757,5.7503,0.077,9.6,6.55,-41.17
27338,86.85915570186785,17.729152573729127,5.5454,0.301,1.83,-2.17,-4.81
27517,87.4023113894934,-14.483550075789442,5.6458,0.87,12.19,-20.22,-47.84
27628,87.7398034296497,-35.769292211577984,3.2833,1.146,37.41,54.77,404.2
476,1.4247324492834885,13.396282330845827,5.7076,0.901,8.75,43.58,-5.96
1465,4.571938303836968,11.206283088220161,6.235,1.036,6.5,-31.97,-28.62
2081,6.570281599816592,-42.30512119454232,2.5512,1.083,38.5,233.05,-356.3
2711,8.615062781316892,-52.37318304013447,5.6755,0.472,39.24,226.96,37.86
3456,11.049647221556254,-38.42197917291188,6.0722,1.144,9.63,246.29,120.53
3697,11.848430504657117,6.7409808473422785,6.1423,0.941,7.08,12.53,-9.65
3786,12.170397634559906,7.585201780622544,4.5555,1.5,10.48,83.1,-49.58
3909,12.532184643674936,-10.643770319424153,5.281,0.514,63.48,-226.91,-229.75
4023,12.890795444063924,51.57145308665945,6.2398,0.032,3.26,-3.59,-10.45
4147,13.252043517617698,-1.1442207409966039,4.8864,1.55,5.56,6.99,-15.66
4829,15.507557814133246,-57.00242938478134,6.2707,0.935,8.29,6.43,16.86
4890,15.704965535115578,-46.397337990793666,5.5481,0.9,13.68,-1.9,11.26
5034,16.114873986018186,29.659098419882657,6.2975,0.443,22.58,83.78,-120.21
5121,16.40375283190006,-9.979239659278104,6.2598,1.011,10.76,-30.85,-34.2
5348,17.096083925657453,-55.24583250399408,3.9219,-0.12,10.92,20.87,30.64
5361,17.139365512735466,58.26347950325328,5.7762,-0.019,5.41,17.1,-12.94
5364,17.146932073592055,-10.18192792545812,3.6235,1.161,26.32,215.61,-139.02
5626,18.06878973922249,79.67397512595622,5.6135,0.008,12.07,94.97,-5.14
5799,18.599862560548814,-7.923500281793782,5.2444,0.448,42.76,124.64,277.64
6378,20.49558011425355,76.23888754970132,6.445,0.283,13.15,67.13,-33.37
6592,21.169888562734087,-41.49245870786292,5.5784,1.03,13.84,17.32,-36.42
6702,21.535908704360683,34.57990688062798,6.4536,0.5,27.73,237.19,-84.64
6822,21.943485812913213,-10.90162046402338,6.2781,1.32,8.46,178.04,15.54
7097,22.870807673903403,15.345831011194795,3.7914,0.974,9.33,27.14,-2.64
7118,22.93021489456479,-30.28292502380618,5.9572,1.073,9.77,-4.51,-63.48
7345,23.657172411921593,-15.676352893722594,5.6475,0.066,16.84,94.84,-3.14
7463,24.03512085875261,-29.907434101820456,5.7687,0.335,14.42,117.37,46.72
8320,26.819558055600663,-41.76004472893393,6.2954,1.544,5.43,12.5,48.87
8362,26.93360061219711,63.85310132896465,5.7673,0.804,99.33,582.03,-246.93
8928,28.733394929751015,-67.64748113577346,4.8442,0.931,14.91,76.22,72.94
8930,28.74013957692091,37.12833504964973,6.4466,1.169,6.11,37.71,-16.99
8983,28.943608280372832,-60.86113752956518,6.1499,0.356,21.08,13.39,65.98
9085,29.248567427417328,-51.76685032165699,6.2027,0.487,37.22,348.84,248.54
9307,29.898314063305197,21.058604820839506,6.0588,1.031,8.34,140.1,-15.68
9568,30.737676068110897,77.9162753128725,6.2088,1.107,3.38,-4.42,-5.63
9572,30.7439731034625,-15.305949888523838,6.0337,0.966,9.1,25.86,8.32
9990,32.16908635195579,58.42360505531211,5.8124,0.595,0.96,-1.37,-1.65
10326,33.253968042809475,-21.000236538818456,6.0303,1.006,9.4,57.25,41.57
10559,33.98456266760188,33.35897588576552,5.258,-0.004,11.62,-14.07,-33.21
10670,34.328481999334905,33.847320843615776,4.0211,0.019,29.04,44.64,-52.57
11001,35.43759554211663,-68.65942374659136,4.098,0.034,23.35,-49.95,2.48
11231,36.140444192936116,-40.840724229282316,6.3057,0.653,32.07,228.56,109.09
11432,36.86578361445411,31.80134870631294,5.713,1.114,11.73,-24.33,-28.51
11651,37.56899450638041,33.833842595902276,6.4299,1.079,8.36,70.49,-55.81
11791,38.0393184117765,-1.0348174752335313,5.5288,1.003,12.28,-24.72,-32.08
12690,40.75771544464501,48.26525510515748,6.4701,1.14,2.5,5.87,-4.12
12717,40.8602714407675,-66.71405576738611,6.3571,0.542,18.4,99.65,-77.47
13347,42.941317275442934,58.31429770268393,6.496,0.104,11.11,-32.53,-1.71
13448,43.298566791136054,16.483612537362934,6.401,0.457,9.33,63.83,-63.02
13462,43.33778689812834,48.56998471385009,6.3915,1.18,1.85,3.72,-11.76
13847,44.565482123858146,-40.30473465085117,2.9378,0.128,20.23,-52.89,21.98
14328,46.199126003224734,53.5064501458911,3.0586,0.716,13.41,0.51,-5.92
14838,47.90695680740911,19.726697819714225,4.5117,1.033,19.22,153.33,-8.28
15118,48.735608099620826,42.503619592253884,6.2348,1.093,13.72,53.02,7.06
15219,49.05085289905984,50.937711081398206,5.2076,1.107,4.13,-1.73,-18.51
15357,49.51038332237885,-28.797035815774716,6.0067,0.337,16.05,156.15,-17.24
15648,50.36086271949195,43.32965168238967,4.9814,0.051,21.66,-60.41,-0.81
15669,50.468216286038725,49.07105905784604,6.0459,0.468,22.88,180.74,-64.11
16112,51.889023728053715,-35.68133908191801,5.8699,1.284,7.17,76.79,6.06
16281,52.47810893866665,58.87875252338569,4.671,0.489,1.3,-1.79,-1.09
16628,53.48672238394552,-31.080300314691705,6.3098,0.482,23.94,-35.44,78.12
17007,54.698572501958026,-27.943117027501955,6.0068,-0.027,8.49,21.53,26.27
17304,55.56207989936048,-31.938395776214897,4.9335,-0.159,3.85,4.8,13.64
17309,55.57893699378343,19.700286178502502,5.6842,-0.016,6.05,3.58,-12.53
17543,56.34873366020884,-71.65823643710198,6.2233,-0.123,6.98,20.37,42.53
17587,56.50971987509004,63.345067621865084,4.922,0.747,3.29,-1.46,-9.09
18453,59.15181657101764,50.69569130804178,5.3779,0.425,26.71,91.99,-128.47
18993,61.040782195258906,2.8272525280611247,5.4651,0.505,28.25,150.34,-125.04
19038,61.17357438317139,22.082067957069466,4.5241,1.064,17.43,90.53,-59.47
19736,63.457625381253756,12.753741498668424,6.414,1.143,10.06,14.91,-14.21
19877,63.9425601974398,15.400748574680582,6.4024,0.4,22.02,115.76,-21.72
20234,65.04796753407582,50.92095146428495,5.5458,-0.031,3.01,1.19,-7.52
20264,65.16248795466215,-20.63959904346864,5.3834,-0.027,6.86,25.86,-9.93
20877,67.10985510966532,16.35962898540405,5.1264,1.137,17.47,7.91,18.14
20901,67.20875436881813,13.047639048035613,5.0849,0.215,20.47,105.57,-15.0
21038,67.66000979188519,32.45781464744742,6.1776,-0.026,8.69,9.04,-19.35
21042,67.66803916513038,-35.653580124721465,6.1163,1.005,8.3,1.13,30.88
21253,68.39208211493829,-62.82363054690625,5.9522,1.028,22.15,-117.19,-19.02
21278,68.4780402342035,-6.738896232077942,5.6784,-0.128,3.94,-3.96,-6.4
21298,68.55919539724115,-6.8377169501762145,6.237,1.384,4.55,-25.66,-38.75
21393,68.88779880507647,-30.56231067521998,3.973,0.957,15.25,-49.27,-12.72
21604,69.56599374660253,20.684742313662486,5.8562,-0.019,9.89,-13.62,-8.08
21673,69.78832110950934,15.800033236416297,5.1269,0.141,22.18,41.91,-66.88
21683,69.81854939448176,15.918024010801524,4.7248,0.147,20.97,83.17,-20.97
21847,70.45865429659317,38.280420071832424,6.0966,0.593,31.38,241.65,-97.15
22040,71.08799646154277,-59.73284054047282,5.3404,0.206,14.92,29.74,43.98
22844,73.72051595593037,-58.54781788206229,6.2113,0.442,32.89,101.67,68.09
23467,75.67918693224833,-71.31432601486266,5.4696,0.996,4.11,-4.24,10.22
24313,78.26179052114104,61.85003528511921,6.1922,0.032,7.59,-12.35,2.34
24608,79.17206465892026,45.999029047535174,0.2385,0.795,76.2,75.25,-426.89
24799,79.75008057130313,33.748465616269506,5.3217,-0.167,7.89,14.17,-29.75
24909,80.08627557825068,-34.69885054112229,6.4222,0.318,6.23,4.04,-1.87
